SYMBOL,logFC,pVal,pAdj,sdSF,sdGC
FGF1,-0.215553169,0.625651911718553,0.846365299963485,25.85934,31.31672
ARHGAP21,0.997848924086712,0.0892783672313558,0.34176806741842,133.8473,59.8338
H2-AA,0.453134174834185,0.00478912246717176,0.0542178528333393,713.1343,592.3387
CHST12,0.109354970545196,0.79311749068622,0.923534177575051,35.62393,13.62355
PLXNB2,0.786374034068102,0.0231615075647143,0.154974241000313,31.85886,11.62439
EEPD1,-0.553481834,0.394367669301467,0.704382226586022,11.91738,11.22277
EIPR1,-0.97982572,0.00366450544939512,0.0446152113695018,21.61558,42.33864
RFXAP,-0.694850563,0.00325834598744453,0.0412750187098859,30.85528,47.97926
ETL4,0.575823047956329,0.232684731061884,0.553837767442372,22.78054,15.75476
MGAT4B,0.125282164071229,0.791135336340402,0.922529676106477,44.37238,47.63554
ATP13A2,-0.0194038,0.956665131589582,0.986349991796941,70.13309,49.23342
ALG5,-0.105484393,0.646493435935096,0.856430131689297,47.42808,37.6731
CLCN7,0.159752263045974,0.673206082694173,0.871028597342239,24.08445,14.60436
NUDT1,-1.364618073,0.000108936495048845,0.00330546260267398,21.88885,35.55661
CCDC148,1.00407217522684,0.0175067560554252,0.129375067339028,19.54662,18.12966
TBC1D9B,-0.172782506,0.527695257100866,0.794378753981152,46.40539,47.5517
MAN1B1,0.504801347970255,0.107855927724025,0.380326920554663,60.25499,13.49459
DENND3,0.49138963932745,0.616713568447222,0.841544739513523,18.065926,4.962251
TCAF1,-0.481429869,0.613365446226524,0.84073052251957,29.62099,44.44629
CENPT,-1.340325404,0.00432283369926855,0.0504341335539849,14.05652,17.89778
TMTC3,0.0556401918348613,0.902994691216672,0.964734758128927,39.64295,39.27107
AAAS,-0.911751577,0.0667759868228641,0.290904737252527,14.03233,23.43899
CC2D1A,-0.751239337,0.116871302920398,0.396158040663492,11.67166,24.61826
NOP14,-0.226238339,0.228515273857606,0.548773976374763,37.33192,30.86075
AGO2,0.0316526831900285,0.867708377429693,0.951334816126936,131.77058,86.72067
ZCCHC12,0.380405878396561,0.416395562003168,0.72078555160681,16.09769,19.39037
CAB39,0.039521569663653,0.799760486099904,0.925973232388943,171.8306,145.6386
CYLD,0.328768929586947,0.0829843195467412,0.327821145158713,119.04453,70.97517
MICALL2,-0.460085657,0.658081438899923,0.862801966911413,7.919018,9.09502
ZSCAN12,0.0215166635332429,0.959992739287453,0.987455630571847,28.35827,14.35988
RBM42,-0.393529789,0.0962192173237183,0.356348643126675,134.4056,149.3044
OXSR1,0.0836304624440864,0.700208404951378,0.884554058118745,66.06891,29.9983
TTLL7,1.46567454189521,0.348490367776266,0.669486342119386,12.83558,10.3062
CUEDC2,-0.515237876,0.0238384805191126,0.157817796823572,38.66153,91.52342
COX6B1,0.327618664118455,0.246098923913782,0.56898565441791,2010.186,1868.777
TUBB4B,-1.360493126,4.46600238383021E-015,0.00000000000111259070686196,41.54066,178.09904
DNAJC12,-0.453818215,0.333445156402162,0.656367967536919,29.52756,22.70861
KIF15,-1.90136479,0.00000104906328079365,0.0000626915411732297,57.67852,58.33266
WDR44,0.0730109019909189,0.755051633630534,0.908024673585979,48.74993,64.70424
DECR2,0.923500811449536,0.00842973484196174,0.079990520254906,85.91424,31.64002
ANLN,-1.973771032,0.000448050824261986,0.00954439694621758,45.93901,45.48543
TENT4B,0.150236147809782,0.598638948874496,0.832917895514385,70.75363,42.81808
RPS27L,-0.27391146,0.0203101672292372,0.141781756137089,129.2158,283.4961
KLHL13,-0.035367712,0.964769105685442,0.989260183046696,13.93969,11.22244
MBD5,0.592243775074089,0.0869177296306468,0.337099552347545,101.73997,44.93668
CNEP1R1,-0.242861549,0.285276677159623,0.608078868848662,123.12569,75.47902
SLC6A20A,1.09217941061392,0.453457435321538,0.746971847683675,8.396758,3.491465
DPP10,-0.469485728,0.760854605071137,0.909713673279786,7.735687,12.325201
SUN1,0.149555494884014,0.685172299039652,0.877052624359761,42.82265,48.33939
JMJD4,-0.074623731,0.8543559641451,0.946078956293378,14.56388,20.01203
AMDHD2,0.424397276659821,0.372954055903177,0.689015001314081,39.38782,22.46503
TOPORS,-0.448817325,0.0388548622318207,0.214331398966747,68.39702,50.9914
SSX2IP,-0.498251466,0.288725260177766,0.611941920820205,39.6981,29.49777
IGFLR1,0.136834036867404,0.782601549729917,0.919279109862605,19.71325,26.64107
LPAR3,1.18945418763891,0.393518523183954,0.703583256202344,12.316375,6.981506
PNPLA7,0.454924219263211,0.0739094524325396,0.308011790454158,31.45978,14.34945
PSENEN,-0.142368787,0.235064122851997,0.556035499545809,106.7202,144.7851
SIAH1A,-0.063092592,0.774421176595506,0.916215895162352,68.88754,39.38393
LIN37,-0.493576426,0.0851935158452764,0.332769299509217,79.61005,64.82504
MRPL41,0.193077981214609,0.240897204562469,0.562356870707408,127.48411,99.59041
MCOLN3,1.02984248409492,0.0363796849417341,0.205853533477677,22.12193,20.18073
HSPB6,-0.403959776,0.591255193746088,0.828741114820562,23.50442,25.99818
WNT4,0.0206037916906538,0.93404055224085,0.977883800036227,30.51274,35.95449
PTCRA,-0.947826832,0.000265736947109019,0.00650100528263423,38.67366,80.20863
MRPL55,0.397012278595514,0.121229941382738,0.404016889866759,209.5867,126.1182
SYDE2,0.28964966578219,0.609446239950861,0.838652184850368,15.79714,14.18333
PROSER3,-0.029124087,0.959742332075064,0.987433831509763,15.8581,13.0024
SMAD6,0.410282378708199,0.503612489432542,0.779464288952681,13.63302,10.88185
2410004B18RIK,-0.633305252,0.0205353661187105,0.142962306500956,58.82024,33.76211
DNA2,-1.319236687,0.0229417920782387,0.154217076544823,27.94058,33.34375
PHKB,0.271148298117581,0.320347446947684,0.643757426311296,33.90846,46.89521
ACAA2,0.354176869846074,0.275519107841195,0.599335354490984,634.2335,528.4687
ARHGAP33,-1.293845105,0.101723974251417,0.368394004447802,6.318204,7.087968
ARHGEF26,0.896705690413255,0.243423884337011,0.565556871503871,16.051859,5.547631
C1QA,1.03716122530266,0.00000000700694273593062,0.000000698775174627171,102.51956,44.50726
GTDC1,0.365544353093775,0.237637160115624,0.558740325845796,40.6754,30.68922
EHMT1,-0.658328392,0.00556671128914461,0.0609496494084876,131.4902,124.0327
RAP2B,0.111966054034339,0.576519918705436,0.820448315503637,121.0439,123.1782
C1QC,0.730548858032757,0.00140393014834795,0.022384250847947,206.8406,243.239
ZFP157,0.395235172483677,0.250227284339388,0.572930619503416,60.82108,43.14632
NETO2,-0.202560476,0.524626045514644,0.792710866109128,33.35168,17.2227
FZD8,-0.425171688,0.579847012319862,0.822513882054987,11.03481,18.15719
C1QB,0.925125122962767,0.000273439329184441,0.00662730584681236,228.6358,169.0239
UNC93B1,0.620976463250584,0.039267926740907,0.215641172795405,29.21062,21.50284
ZFP280C,0.4654318621269,0.17779161776197,0.485959162616563,49.91042,49.52384
TTC7,-0.11404715,0.67976434164314,0.875623933132399,77.3526,55.14889
STOX1,0.348933850240718,0.771766708005173,0.914963037222113,6.047818,6.327869
NFKBID,0.0904707754237476,0.82384126580841,0.935310680776166,23.01578,14.69584
AIFM1,-0.032196207,0.909362604917964,0.966985214968797,60.30673,88.46163
4921524J17RIK,-0.336928828,0.101164459408709,0.367039245993311,83.5363,51.05809
KDM1A,-0.083021218,0.670236034888864,0.869077104338696,85.30764,128.8556
ELAC1,0.60534626504272,0.343086042766107,0.664718751658273,14.74549,10.8458
RAB8B,0.249491232651672,0.257772831060444,0.580959616627641,54.08846,25.06638
TMEM71,0.222645854110889,0.41799183963004,0.721881871385569,45.29096,29.98221
TRAPPC14,0.159056387074477,0.752485937396659,0.906700963661651,19.5194,15.24123
KIFBP,0.332745041958761,0.276017165013259,0.599335354490984,28.82822,45.45147
BCORL1,-0.953763442,0.115503236921125,0.393908555973438,19.20955,22.09139
CLCA2,0.706627035458909,0.484898450118723,0.767617744153581,13.81074,4.808129
WNT8B,-0.055581041,0.887416235108183,0.960094541813705,43.40773,23.49787
SPRYD3,0.100456336639835,0.797988946466301,0.925284228306516,15.19254,12.64747
CNPY4,-0.12970865,0.663184419263324,0.865825868831507,98.29668,44.99742
TMEM177,-0.22531564,0.696445596198568,0.882375298834764,23.60867,16.46269
ANAPC10,-0.216578852,0.460006652912643,0.751494591470498,63.1097,58.90122
TAF6,-0.393463256,0.0780534993047841,0.317216519869085,42.56171,50.17255
TFB1M,-0.843560834,0.230122094165865,0.550499866822758,8.98799,21.84762
ZDHHC9,0.159784148126236,0.65215622787954,0.860002531787245,25.91085,17.16426
PML,0.264155025496925,0.434912750509619,0.735836279957759,46.98042,23.24577
TRIM3,0.980056013513712,0.196780017710775,0.511451649617797,9.739571,6.783892
OTUD4,-0.725052937,0.00959672668341657,0.0876639146337533,59.28864,125.3486
NXT1,-0.41415121,0.184930724402354,0.494105862110522,74.14052,62.90177
ASAP3,0.0105704269217831,0.991483040387134,0.997653098157636,8.357252,4.275711
ZFP39,-0.239979486,0.424886561720287,0.72815771638075,21.8483,17.26696
TNS2,0.756340839581269,0.125149266673579,0.40958589329718,22.86966,12.79326
ZFP113,-1.047436538,0.0202868999714055,0.141736721486969,31.71173,67.30736
HK1,-0.024785132,0.936548856432005,0.978874862827497,57.55653,49.0558
SS18,0.0070241479884522,0.974098914947892,0.9922803285206,63.01329,35.59843
ZSCAN21,-0.037238204,0.912935177074922,0.96802289499269,31.58503,28.96382
WDR62,-2.027348672,0.206860711293468,0.525100219961386,16.53007,26.76915
MMAA,0.818272800211248,0.0414109200111192,0.22106061186979,15.95446,20.77862
ZFP146,0.256156310561488,0.632706683335222,0.850290390573057,13.917689,9.130161
TSPAN15,0.502585870256603,0.302275915660783,0.625526567737362,14.97282,14.28117
APBB1,1.26659731992159,0.0908856337421548,0.345136155105728,29.178551,8.778516
PAX1,0.138133677139536,0.54604228414428,0.805269544943261,52.38767,22.62229
INHBB,1.2082016690554,0.0851581683863516,0.332748051516124,24.240674,6.725151
SMPD1,0.415703927645138,0.196333920304685,0.510907131273734,34.48888,38.24225
PAIP2,-0.200804794,0.160756765019344,0.464385363451637,271.9397,373.6826
CAVIN3,-0.155814153,0.733969787124279,0.898814356327017,37.64514,89.24099
SH3GLB1,-0.027788047,0.876841605077159,0.955441928517864,215.5487,318.4168
RBMXL1,-0.590479363,0.00486285570627154,0.0549730915473599,55.02019,77.73059
SCD1,-0.410785274,0.580472508342297,0.822690498477822,4400.77,7170.287
SELENOF,0.0143707277920616,0.917069164063559,0.969386436790652,149.9007,283.5162
RNF139,0.437167216618278,0.0577152459786585,0.268383607451101,111.08697,35.69971
TRMT12,-0.103211366,0.828203682622629,0.936675496055341,34.09934,12.96877
PRR32,0.447693349498044,0.635547997041483,0.852116519679514,17.65496,11.93102
SLC35B2,-0.126153586,0.697209284922148,0.882845051824266,81.99046,62.02496
LRG1,0.887688553760832,0.0692724782602307,0.297558077399296,238.7495,157.8567
RAB11FIP3,0.952631226909263,0.158378985870919,0.460490210172884,21.87005,12.94715
DCAF15,-1.157099346,0.0000377488619200591,0.00137449751414504,35.72427,53.89835
SOCS5,-0.212629029,0.684566822850261,0.877052624359761,18.58216,33.52723
ZCWPW1,-0.356384768,0.532449192407525,0.796878583128993,38.81038,23.62758
RALGAPA2,0.838386333033156,0.00690930613961678,0.0700815579864888,91.96875,66.82708
SETD7,0.250487752430221,0.129353921280334,0.416815297653815,85.64272,130.7108
SIK2,0.899659016471985,0.00423880699781098,0.0496758990753941,75.55287,40.02206
FAM91A1,0.277131101781152,0.185883746891882,0.495721653055051,112.45391,34.90374
TMPRSS13,-1.100515598,0.341008950590921,0.66284011662347,3.49541,6.154376
PRMT9,-0.095864108,0.783318219962992,0.919509174535955,50.85643,19.59961
AFF3,-0.517801665,0.0185172414533209,0.134224282145669,58.84562,46.08549
LYPD8L,0.231332189350831,0.804673890808877,0.927835632774736,16.88672,19.17431
ARHGAP10,-0.037444173,0.813170405448539,0.931511002953398,30.03571,20.26073
DDX1,-0.569802727,0.0230291023268341,0.154418267722159,53.78848,64.82798
LRRC20,-0.504603153,0.32326153143199,0.646342513741189,10.10252,13.07307
NDUFC1,0.0900200693823603,0.744731585751807,0.902706699552221,1260.542,1182.87
PPP1R14A,0.625579601230056,0.366845403644858,0.683855040465238,12.65669,10.63663
MYCN,-1.524224918,0.1956074425212,0.509911448234814,4.316371,7.501358
DENND11,0.245170575615101,0.470133049738428,0.758227560749338,27.18303,26.48365
ELF2,-0.221726791,0.342071288579458,0.663998602990824,206.9904,148.4979
CYB561D2,-0.113155822,0.701657532161481,0.884885379061805,49.44635,60.86027
RBM17,-0.372717938,0.096384955287763,0.356676730073388,76.46103,104.85537
PRF1,0.746574535821355,0.2694547990216,0.592896173066704,21.79889,14.2162
ATG101,-0.045762412,0.786869913309588,0.921071502799127,33.45771,36.95066
ISLR,1.29508478536041,0.142511489089605,0.437145807707266,14.004716,9.875465
FAM193A,0.309743503345534,0.29911038419851,0.622130204584872,110.19207,91.73525
SPRY1,-0.536089365,0.447350047391029,0.741867173059177,9.176559,11.655992
THAP1,-0.483625077,0.292616874885784,0.616207452600768,43.04883,98.33553
LIPT1,-0.149805234,0.826224775789855,0.935965568629057,19.57493,21.01227
MOSPD3,-0.424579293,0.104052071187529,0.37297236231299,45.69181,68.75685
ZFYVE28,0.881703418911713,0.0313464723203657,0.187325082870216,49.31665,13.52941
FGF2,2.54432926344569,0.0353208550989241,0.202570926111302,18.62235,31.75366
HOOK3,0.288349109547235,0.173087202253156,0.480413975324413,179.0447,100.8573
MXD4,-0.155533235,0.28825644121632,0.61146607507437,188.2709,189.6111
MATR3,0.334162203858497,0.0438135247702875,0.228560438957761,266.9533,270.5814
CLIC4,-0.297527995,0.143973750709715,0.43971447002233,72.00031,84.83849
ZFP692,0.0275892434489721,0.951966601467091,0.985464030702992,28.34523,16.573
POMK,-0.964816667,0.126399097904466,0.411612037414772,10.4448,17.84625
MEX3C,0.567574741443894,0.00647493043198159,0.067518720030304,84.40903,61.78043
AAGAB,-0.159209105,0.598650787121067,0.832917895514385,111.1511,64.8185
DZANK1,1.33942334587655,0.460368404832582,0.751545314737218,28.20968,59.35873
HGSNAT,0.358720821903642,0.117879662022031,0.39751398935067,31.25369,26.04716
KIN,0.0580270983776619,0.822162944625219,0.935033429505125,104.22845,71.00591
RSRP1,0.607410309344725,0.00173187839399794,0.0262243907300055,699.9563,536.0885
4932438A13RIK,0.216260016480508,0.275719086433902,0.599335354490984,338.2161,386.9751
GEMIN5,-0.581692638,0.0751535911229431,0.311391667825502,42.96951,60.6138
TMEM97,-1.83458886,0.000205809341404567,0.00544317036887045,15.82638,33.64247
GALNT6,0.513593861582351,0.0513099622402807,0.250736603868937,62.60263,24.7821
STAG1,0.11287052072654,0.554962749640385,0.810357275706351,174.463,153.5645
TBCEL,-0.154365907,0.442000007422148,0.739655273367795,50.407,55.16581
LDLRAP1,0.260382268461486,0.416951195506013,0.721428320039524,39.65929,24.41356
LSM1,-0.052290885,0.79642016726489,0.924882511289554,89.40628,56.90875
TTC13,1.30945354217746,0.00000108929537660911,0.0000646026428468519,82.24759,32.75644
MAN1C1,1.80945841428518,0.0084633666834375,0.0801659461595297,19.789402,7.452726
TACC3,-2.811993794,7.88411680763956E-016,0.000000000000206223856152789,22.12119,49.8065
JADE3,-0.027624003,0.947397501741687,0.983712625821977,17.82736,17.70163
BAG4,-0.183685901,0.441898794078597,0.739655273367795,61.12511,47.63873
TRAF3IP3,0.215142762186548,0.283479856539759,0.606086446127695,80.02213,93.46528
TAP1,0.0354942635151713,0.837371711193322,0.939971958858176,55.90229,57.50115
BBS7,-0.644337049,0.502967988563462,0.779076301163276,6.579827,10.519933
CAPN15,0.189177281957328,0.575103435716364,0.819577394248728,77.4499,43.22986
LARP1,-0.680516937,0.0115380592341672,0.0986088392081639,43.66149,69.42164
MAP4K1,-0.412031934,0.127748427099413,0.413854153340681,30.33965,55.02675
FAM53A,0.446448872639443,0.114735108487982,0.392228732226275,36.97209,28.54223
TAF2,-0.294616139,0.238715260393958,0.560018704223584,52.24431,101.71994
SLC12A9,0.519824478342717,0.267809794995839,0.591410149541587,15.51282,17.69356
PAQR7,0.51108530122349,0.492900458890051,0.773590866563906,23.68478,10.9225
NUDT22,-0.808440138,0.105343003790128,0.375765531166234,25.40239,23.97993
ACTR1B,0.309099215866325,0.248057008126158,0.570899393830847,72.82064,42.34907
LETMD1,0.805757396422561,0.0409802817011171,0.21995762662304,95.78633,40.96617
UVSSA,0.101158010269681,0.706712846062425,0.887400996936354,61.87835,32.06147
SF3B6,-0.35692173,0.0149567884399891,0.116151544213423,134.3162,166.2596
CCN3,1.44022734468366,0.0860303785145389,0.334905614517713,24.109521,8.941779
LETM2,-0.164873814,0.642086416581318,0.854613533912865,84.15686,55.99385
SRRT,-0.444547112,0.039725924942161,0.217021174592885,94.68672,101.11988
PAFAH2,0.935551102893447,0.0634484131598116,0.282902953949576,32.58717,14.02316
KDM6A,0.163146142809516,0.518322303899604,0.788255067430457,123.2943,118.121
ENPP1,1.17354701831426,0.152632902481381,0.451601637669369,21.67392,9.90625
CTBP1,-0.202532216,0.226147646226846,0.546334469522254,102.5255,125.7398
HHAT,-1.119736378,0.20415040503482,0.521517848202021,6.376375,9.26007
TRMT6,-0.230143648,0.513544184171472,0.785474027345262,86.354,50.4193
SPON2,-0.108205196,0.899740300859325,0.963851516906766,12.05783,14.18167
RCOR3,0.369640910387754,0.29372845051246,0.616869268179249,107.2027,41.6689
ATP11B,0.268986097996409,0.1553854285614,0.455409753394052,232.6385,124.1952
ICAM1,-0.393114171,0.313851913106437,0.63702092345184,49.80469,27.9883
HTRA4,-0.586787156,0.633598552158061,0.850579828341855,5.566907,10.384507
CNNM4,-0.930105867,0.00238807738167488,0.0333542618776838,22.79292,22.65549
TBC1D2B,-0.148847589,0.732590690483419,0.898484955010338,59.07688,47.51456
RANBP10,0.201837605396284,0.547429919964193,0.805647100126395,55.66128,34.95044
DMXL1,0.494828237310773,0.0049693427785204,0.0559748200599237,174.8809,159.3634
ENDOD1,0.38830961413492,0.265001762921172,0.587446212948717,56.81145,5.39409
DEPDC5,0.00909826832865392,0.986673015552392,0.996485745638157,59.50206,64.51657
SLC30A1,0.315550793367807,0.38000597586908,0.694318597755351,33.18909,23.77097
VNN1,0.60231104671587,0.641145655932146,0.854613533912865,12.80877,10.57947
CEP85,-0.082827271,0.744979709271808,0.902867660660166,54.23797,37.33215
ARID5A,-0.191876153,0.718988183194242,0.893499324094947,23.98619,25.10917
SLC18B1,0.726123835596454,0.503346302896385,0.779206354009166,21.18761,17.13183
AZIN1,0.292948255548864,0.188357882063514,0.499139707682901,125.99749,91.22961
INTS7,-0.46334345,0.0538209342291293,0.257619800435792,50.35204,41.30464
FBXO27,1.36764181603052,0.123940405566228,0.407865769464575,12.50739,2.607205
KLF10,0.379092826938716,0.153721624644892,0.452860438166088,87.91558,74.72136
TEDC1,-0.58200189,0.355884786580919,0.674117664572292,42.63093,33.22576
UGGT1,-0.043084918,0.795594928789613,0.924631071857108,39.58848,47.39224
DTL,-1.538507814,0.00000384692137984912,0.000193669607859478,47.76528,45.44565
THOC2,0.272057475914131,0.102833245770686,0.370299017716566,191.2332,167.1551
ASXL2,0.0041904118822023,0.986040794373283,0.996478455915735,92.74563,109.9362
UBR5,0.0178817301749593,0.927564672975673,0.974461479229463,80.35784,63.38636
SLC2A12,0.00218223081148198,0.996867372564368,0.999305348871044,18.96776,16.91953
CIB2,0.985094123429032,0.11885367680665,0.398905041320841,526.5409,318.5331
NENF,0.255955906665508,0.453564626424519,0.746971847683675,114.1164,110.5383
FAM168B,-0.505072379,0.0783661549545769,0.31762332076723,114.3556,128.6699
ARHGEF4,0.263408169833052,0.790507183378551,0.922495187187803,7.993565,5.263362
PANK2,0.138695155955875,0.485332211517297,0.767715340041051,68.34199,21.97135
PPFIA1,0.58368970118237,0.001874505313657,0.0278269687674296,89.09662,44.74083
MAVS,0.214431899671751,0.673533709812397,0.871094830676799,26.23524,14.27877
BCDIN3D,-0.482533251,0.214614113935675,0.532067633873199,29.16183,41.33748
ATG14,0.264197428845789,0.551447092704768,0.808124965413567,37.86382,18.4042
MRPL47,-0.154839972,0.620457375305343,0.843719311874492,66.77287,56.22555
RAPGEF6,0.570592999000212,0.00637480295727899,0.0666290319773812,179.9572,129.7447
FBXO34,0.306485551844724,0.363186576748149,0.680599908096441,42.10421,23.55829
SHANK2,0.0101002268645436,0.991774492158781,0.997653098157636,12.606249,9.924206
DLGAP5,-3.255143413,0.00000000000153347434447676,0.000000000250100081369507,14.00076,65.99455
H2-DMB2,0.257548438421381,0.325271675984547,0.648348648108218,49.46597,42.4192
PLEKHG2,0.287052701104478,0.371913538627798,0.68857105866309,75.46982,64.9086
ZDHHC18,0.092106644467163,0.780762907101581,0.918543394310691,48.52787,47.82211
RPS16,-0.82468875,0.0000000684021479180688,0.00000530184371263962,369.8844,863.9067
MCRS1,-0.460491344,0.0335845475651838,0.195987052265406,36.58939,43.86191
WDHD1,-0.578415143,0.336706657905667,0.658647694006625,103.82385,25.49038
TOB1,0.870094178645666,0.000095287105486559,0.00296914666529365,135.93718,86.76265
KCNH3,0.174097183190634,0.592349640885163,0.829067255799633,61.65293,36.7936
GCH1,-0.581871332,0.135737983678268,0.426585630359424,28.57707,27.50891
CLBA1,1.0777462044874,0.162014978175598,0.465956743808843,18.6469,10.20265
KDF1,0.142762312226223,0.876461589022658,0.955424291535735,18.44468,15.63026
NME1,-0.365318904,0.0658082121618668,0.288616016195616,171.4686,247.4067
ADGRL3,2.72896896133153,0.0103127248586915,0.0918988805421363,14.628952,2.282384
OSBPL5,-0.673521777,0.444128571530789,0.74035772919269,9.016847,9.572853
BCLAF1,0.38342458896077,0.046278932823753,0.234965685112974,362.2754,245.1668
TNFRSF23,1.08602497774005,0.276605961279307,0.599536629913116,16.268249,4.237976
SPAG1,-0.027312327,0.97040128030631,0.991165297524685,28.08519,17.05219
ATOH8,1.67662500394024,0.15196331054239,0.450527256659516,14.587199,4.208719
WDTC1,-0.404886979,0.255789327796155,0.578728588222523,48.73683,74.62295
KCNK2,0.394350066913422,0.23120275738304,0.551988650860971,76.00468,41.89956
CLDN11,0.74576591446873,0.6346635350908,0.851274476905393,11.928314,4.567505
CDKN3,-3.084013341,0.00000000100220957072504,0.00000011537937682972,20.70238,53.80524
ZBTB42,-0.768912469,0.430370240305317,0.73178832020638,7.961226,6.73952
ZFP60,-0.886966598,0.0650069629694725,0.286788960048755,25.24737,35.06737
PRKCI,0.513452016634002,0.0774931779254841,0.316243597796041,60.64,26.44221
VPS13B,0.69427647920151,0.00215509917939371,0.0309749482103535,75.4942,49.19094
H2-DMA,0.139210638372054,0.509460915480742,0.782972117371517,132.07375,87.29911
PHC3,0.0691169093648085,0.78649147668692,0.920955579275081,51.93936,89.53841
SLC20A2,0.722283952507007,0.0837682667532958,0.32952463202362,35.25287,12.40719
GPR160,0.688580790643913,0.289497939346852,0.612509211926784,19.52438,19.28036
CDKN1C,-0.308200996,0.404009093529904,0.711687899574568,50.14603,52.32222
LDAH,-0.051334539,0.848811833212257,0.944528546610262,68.72864,60.44794
RFX7,0.0979869261627694,0.669530583170801,0.869077104338696,116.0692,136.1442
INF2,0.409427940481412,0.560049519880806,0.813110420266652,41.43553,25.86566
ARMC3,-0.15946542,0.876356262255458,0.955424291535735,6.052666,6.858051
ATP8A1,0.387234845313519,0.253350409372507,0.576243672335856,259.1973,140.2765
ASPG,-0.936882624,0.444686035102109,0.740528531333091,11.08864,23.30007
AHDC1,0.603857062212397,0.206274292149336,0.524291654575026,85.12024,31.64224
DDHD1,0.609260237557666,0.0869969051667697,0.337239550432313,85.95709,67.20451
CD81,0.0302498838921437,0.878179798110989,0.955883362456301,212.7238,238.4359
FAM13A,0.567323449183421,0.218297253674668,0.536385260399548,82.28354,70.44266
CISD1,0.336714866986765,0.253171133900801,0.576219476024733,292.0359,185.7847
FERMT2,-0.189686681,0.575780555825043,0.820066966483463,75.63674,100.18508
TMEM33,0.518819604479653,0.0495434228690089,0.245668565097035,81.86594,111.80418
GNPNAT1,0.18027035084273,0.586939081701181,0.826312270151276,56.30474,66.74106
CKAP2,-2.373045885,0.000000641672283907426,0.0000406747487819376,21.38396,38.04371
MYNN,-0.241209081,0.428206666761659,0.730351387668591,57.2731,47.11377
THEMIS2,0.19885862488601,0.777465460860499,0.917256108996856,15.585351,8.486394
LIMCH1,0.3658902007476,0.359148281277264,0.67694151190143,76.14894,48.15098
MRPS26,-0.487570959,0.0299771013739389,0.182229434282903,53.25852,51.32003
EEF1A1,-0.735263159,0.0000000522094991341074,0.00000421362952547794,864.3709,2010.9879
FAM222B,0.422836151323545,0.259874302933452,0.582873165396051,22.24006,14.17559
XKR8,-1.060439616,0.29943842353707,0.622451858380232,4.346892,21.011509
PPP1R16B,-0.12483259,0.546075528107436,0.805269544943261,187.6889,225.1737
PTGER2,0.582460658285309,0.599665376770614,0.83329589450827,11.489136,8.735783
ACTR5,-0.523226739,0.116259142804473,0.395120356751857,23.74038,43.2594
SLC16A9,0.495717278798387,0.291555571103453,0.615379560092581,12.042524,7.767983
MRPL23,-1.274442961,0.00242130781450848,0.0335490411077516,119.9378,198.4426
PCED1A,0.707771844555059,0.180190028631749,0.488630116936807,25.59852,15.42431
COA8,-0.255081691,0.149617798812642,0.447481542695232,42.1356,24.55367
VOPP1,0.285099850216243,0.435700767574083,0.736241601729887,50.88253,26.25057
PHF12,-0.022827255,0.909832913215936,0.967207649094931,77.52277,68.61403
N4BP2,0.0240005894912271,0.927187952963065,0.974299638746064,123.2072,138.8617
RPL10A,-0.655107654,0.00324239088271559,0.041191448458536,358.7769,701.0835
FAM76B,0.25203849039799,0.307516249532144,0.631446809039315,111.43106,35.73648
CTNNA1,0.223951976286826,0.388571915571149,0.699531793009344,86.28711,76.29867
FBXW17,0.172569133674999,0.795916150480648,0.924679634464276,22.82344,13.1576
ABHD18,-0.178585568,0.627827218952349,0.848022542563158,57.37914,74.58103
TGM2,0.321257117152048,0.541740721610982,0.802933699412017,44.72904,34.90586
SMIM14,0.112874702334384,0.523651939871284,0.792179525634137,85.7271,104.39
TSPAN14,-0.387207457,0.174241776991386,0.481316778820417,49.83642,17.24542
PPM1K,0.235535305607519,0.27063937071827,0.593888762164738,82.84261,60.19434
SH2D4B,-0.181697793,0.772792778884515,0.915250872843786,15.75791,18.0801
FDXACB1,0.296898375363365,0.600892053364272,0.833739501168121,23.46796,20.76869
RTKN2,-3.132341506,0.0000081490510270868,0.000367693636689043,11.67393,34.75948
NMRK1,0.888229910795365,0.0656209375187631,0.288001858358796,23.666458,8.509679
IFI206,1.04245955234605,0.00913654967269829,0.0849652565155732,43.23139,23.37282
IARS,0.0666931831489272,0.844728501365087,0.943251858606859,75.92608,39.33296
CPE,1.21925048614639,0.00478220329293157,0.0541786953382269,25.61426,16.59144
ZFP365,-0.466589814,0.60184484033086,0.833898620198779,7.52416,10.99546
NUFIP2,0.209599739233979,0.376172097250211,0.691688376587969,195.18229,84.90772
AIM2,-0.099402233,0.841012979478714,0.942647682634415,43.00559,47.95588
EGR2,0.824752132875234,0.0149561609103099,0.116151544213423,28.445711,8.187843
ACKR1,-1.225990977,0.309430115233207,0.633383097686799,4.724198,5.014189
JMJD1C,0.590632328505102,0.00287685503455464,0.0376928194778427,195.7622,146.8968
STK35,-0.535178927,0.305232821921173,0.628737046812236,16.81301,10.47734
DUSP8,1.58080786265682,0.243009920782927,0.565150632928622,18.340116,4.392653
WDR19,-1.098581976,0.277651887466392,0.600607295117616,11.98427,18.88305
PCDH18,1.0659076249261,0.294268741176711,0.617113003027561,14.902492,5.007367
H2AZ1,-1.704862561,1.77483075078679E-024,8.68391408283398E-022,454.1367,2437.5397
