SYMBOL,logFC,pVal,pAdj,sdSF,sdGC
GNAI3,-0.049922829,0.72191200271742,0.89415206285473,68.12543,91.13149
CDC45,-3.004394522,0.0000116736651589802,0.0005049021419728,7.082646,24.896862
H19,-0.58076072,0.682639362934876,0.877052624359761,10.77423,9.4272
NARF,0.655810939143286,0.0492494970655249,0.24471576501267,114.59354,46.05405
CAV2,0.613581868847217,0.272192293370547,0.595710754445437,62.96824,38.60782
KLF6,-0.180247088,0.279218506138634,0.602248815348201,76.72349,66.53574
SCMH1,-0.149000014,0.629256732728639,0.848409080129043,36.61497,34.32201
COX5A,0.298697389335285,0.227987476635814,0.548223994966418,892.2171,689.1335
WNT9A,1.65203062259743,0.126490055376165,0.411651381630558,19.752369,4.273569
FER,-0.337196027,0.571114501355183,0.817885278305872,37.66695,31.85385
XPO6,-0.078747007,0.72204952979802,0.894180929213604,44.92262,39.25556
TFE3,0.376515320958724,0.394541655135236,0.704450327259105,51.62597,16.90266
AXIN2,-0.073501408,0.810501229991866,0.93067525853131,27.43153,24.49158
BRAT1,0.346819850258688,0.299124748043362,0.622130204584872,29.04756,27.0056
GNA12,0.697171194997106,0.0101404573738997,0.0907770961138635,27.68775,15.32098
SLC22A18,0.410321488509013,0.743228904035093,0.902357614881292,11.83185,15.48477
PIH1D2,-0.689175889,0.505809573591274,0.780576567450741,7.998448,9.90114
DLAT,0.290274939626885,0.327029684440679,0.649619864157284,185.7557,141.0124
SDHD,0.273528126980956,0.303518752743608,0.626525130086575,345.4891,302.7082
CCND2,0.127027078765984,0.574652673219845,0.819251077685709,246.7052,176.1385
GPR107,-0.00917401,0.967295065360236,0.990007534885862,37.31421,30.6196
SLFN4,4.7776408514703,0.00178483686864197,0.026767424188053,21.0853538,0.6867154
SCNN1G,-0.69718884,0.47991151347582,0.764469891798852,7.445779,7.610942
TSPAN32,0.5288046428721,0.00569437383881279,0.0617429440403683,175.5979,142.1547
GMPR,0.819289647969359,0.0266273302167544,0.16899234260386,285.1517,131.3667
MID2,0.122590615104404,0.826497606468142,0.935965568629057,18.08843,14.70879
TRIM25,0.475229064481303,0.146029790314455,0.443442286065442,64.80637,53.05922
DGKE,-0.10024556,0.650751297468259,0.859235373963613,163.3517,170.2231
SCPEP1,0.0486432788316978,0.926063621957614,0.974171784418144,33.5543,18.01576
MNT,-0.01748875,0.967028698675803,0.990007534885862,32.68841,24.93942
ITGB2,0.0607185679541771,0.756929193105839,0.908522638874636,119.32539,78.82495
HDDC2,0.0506672843528195,0.828048857736432,0.936624834964551,47.15408,44.31209
TPD52L1,0.0156391859229393,0.982337261670823,0.994919108996706,12.54575,11.81943
PEMT,1.32243057982959,0.0883479536817262,0.33983368784184,16.316803,7.856658
CDH1,0.913806385862616,0.0030332481547044,0.0390544640015762,22.07318,22.0822
CDH4,-0.110419547,0.709973244353342,0.889426395170449,40.84538,24.05519
CKMT1,1.66149918484058,0.205761084027931,0.523752445557685,10.412665,3.957579
CLEC10A,1.15781457781552,0.0942802744474197,0.351966203391333,9.01611,4.74964
ALOX12,0.451083831330782,0.731136706343943,0.898258585312863,6.203379,6.511057
COMT,0.169087040701762,0.562597880178833,0.813665595940745,131.506,204.7917
RTCA,-0.384530248,0.197526110267217,0.512879984818211,46.38434,29.8308
DBT,0.71854822770849,0.000555147089131528,0.0113620104242253,43.07306,39.12521
DAZAP2,-0.220443887,0.11613744474551,0.395120356751857,92.69652,173.78917
MCTS1,-0.050880908,0.789443312415018,0.922171250459289,83.38697,40.78769
TRAPPC10,0.0206163760392058,0.923483237192002,0.973013260075046,83.84825,39.43354
CCM2,-0.052881705,0.762570174062211,0.910930130105443,104.3059,101.5218
TBRG4,0.449749629491786,0.245133306226508,0.567740035785417,17.09672,12.79617
TMPRSS2,0.423900098928267,0.739534610746608,0.901499590086026,15.54023,15.0474
MX1,0.773715407079732,0.402342289269466,0.710653867078712,14.43976,12.13884
NDUFA9,-0.053141611,0.821972749328953,0.935033429505125,141.9105,137.3926
LCK,0.472223544013093,0.00799343713076359,0.0773984200101209,1854.499,1060.123
CTTNBP2,-1.482486517,0.352436724016889,0.671731159445132,9.221851,14.56459
GALNT1,-0.035170474,0.843082182223414,0.942930733154196,85.69327,94.85841
MKRN2,-0.322217669,0.230556149682752,0.550897291572788,90.5123,72.37237
PPARG,0.0744550441469761,0.908334266404006,0.966361743131721,99.48923,97.07846
RAF1,0.010253055310378,0.952611910737469,0.985857934193704,93.06347,53.13235
SEPTIN1|GM4532,-0.23629758,0.100794768371393,0.366413672716716,150.643,196.9873
PDGFB,0.265598455300534,0.687015462237737,0.877445231442715,23.06723,19.06831
ACVRL1,0.635838409462099,0.283911122688986,0.606360802409676,38.3653,17.01437
TAMALIN,0.302586496528504,0.682924022183069,0.877052624359761,14.757776,3.172102
ACVR1B,-0.108953615,0.789959651275898,0.922395276308951,15.16338,11.94385
TOM1L2,-0.154139992,0.651360952201531,0.859677857929644,38.5699,24.16748
ZFP385A,0.160102634574433,0.77434802327508,0.916215895162352,13.9977,12.90399
ITGA5,0.431460542212243,0.474198405278034,0.76111571449483,42.01279,14.48969
WDR77,-0.167758043,0.595952455202948,0.831315592367935,50.36941,34.25784
ATP5PB,-0.072228917,0.667991169309367,0.86816118020061,498.0994,488.0305
SOX9,0.52990789085932,0.105502570094101,0.375848404997346,56.65235,29.39243
HNRNPD,-0.476216588,0.0161128518890189,0.122228159896497,57.53939,94.89641
DYNLT1C,-0.153122799,0.765018206288675,0.912253621923974,30.28726,30.60814
C1D,-0.100553177,0.511724196964827,0.784525771862914,94.83439,96.40454
GM2A,0.0620353511909406,0.792311438200013,0.923282240837869,163.2648,157.7928
KRIT1,0.786690748415582,0.0000978852296096474,0.0030288320948582,254.9814,149.8315
CLCN4,0.0971246998354439,0.637923328720723,0.85345343568148,117.66703,89.07666
GRM6,0.00526385487292778,0.997653832604925,0.999377226941478,6.988266,10.14271
HK2,-0.034441373,0.964593958326544,0.989260183046696,139.0564,163.2742
MYO18A,-0.207072191,0.400394691165028,0.708839855220584,62.50945,46.90225
HAAO,-0.316602402,0.801479823152478,0.926450320494526,7.81889,6.954596
CD52,0.286803396647414,0.0830175465387551,0.327821145158713,564.7583,519.6326
ABHD15,-0.712870247,0.216209241725806,0.534025571494076,13.27477,17.38471
KAT2B,0.710350525833654,0.0032491178927184,0.041191448458536,224.131,42.03986
RAB5B,0.111996653555074,0.705999997651059,0.887075031155014,58.22989,39.53498
AIRE,0.136575898337074,0.862026086331159,0.948781644578624,5.217587,7.183568
ICOSL,0.180861617995064,0.800419621124396,0.926113657104986,8.101396,6.964884
SPG7,-0.197878755,0.419917011673881,0.723474362598049,59.23555,56.65813
SULT5A1,0.625619271231224,0.389553823676331,0.700424402425062,16.17495,12.04876
RPL13,-0.960397658,0.00000687837060240128,0.000320519787267253,780.5232,1887.2187
CHMP1A,0.0816456888072756,0.701267173696769,0.884885379061805,42.53229,31.50074
RPA1,-1.198272317,0.00036199588845256,0.00813166373816603,50.08147,72.91805
SERPINF1,-0.298308869,0.616190552531674,0.841417711581058,29.34703,28.62487
TUBGCP3,-0.173215256,0.360470586936081,0.677700285741861,46.85659,52.78246
POLR3D,-0.036633542,0.924760116587658,0.973637895596326,36.13703,22.41816
TCF7,-0.705566473,0.000207591736913826,0.00547182462097606,590.2391,1213.2841
DDX3X,0.19968046457042,0.157803375951496,0.459413807599959,196.0313,138.3221
IL12RB1,1.41516816095047,0.0115097052118703,0.0985947851898623,44.780909,9.081069
KCNN3,0.335794105207481,0.468629605710586,0.756894340479745,31.34436,14.14286
USP32,0.376752864690148,0.366752447638481,0.683763166548665,103.95166,74.67434
CAR4,0.558967237953923,0.348466800770176,0.669486342119386,26.00091,28.03463
TXNRD3,0.200751062001553,0.746694430050923,0.903885725201743,14.33293,12.4737
FASL,1.36905644069566,0.155722033572167,0.455727080306433,8.640548,2.816014
ZFP512B,-0.023993841,0.961879452040388,0.988090919504311,60.56417,27.43425
DNAJC5,0.2399568031295,0.174942548813588,0.482571438825641,150.0213,75.57457
TPD52L2,0.253239425256363,0.296469911500894,0.61923874522592,145.5581,58.2098
FMR1,0.047504277559572,0.83207359649232,0.938235156597128,114.5778,143.5882
BCL11A,0.923850776689009,0.0194914427994753,0.138363508411022,56.95802,40.91972
PXMP4,-0.118517566,0.628398197715195,0.848248174982914,79.72619,71.45727
DLG3,-0.403287819,0.509691151711641,0.782990027703018,30.92244,37.57586
GNB1L,-1.046231592,0.0881170728810123,0.339564117671181,22.47959,15.91317
MMP11,-1.437200262,0.0845234274329965,0.331425821016385,7.040438,12.991615
SMARCB1,-0.518999639,0.0497368408535431,0.24596642995702,55.5221,69.63608
VPREB3,1.49597002450942,0.248811576057353,0.571627710393246,12.151316,3.911452
HIP1R,0.785023524771478,0.0970459883416013,0.358022865095299,42.83097,41.23358
NSUN5,0.238738315211161,0.555892423727096,0.810769229463917,34.21573,25.28597
TOP1MT,0.798019252093471,0.375201481360948,0.690718850550778,13.47452,3.71874
HOXA4,0.618524795199061,0.464670317649091,0.753903531215153,30.37709,17.43201
MMP14,0.825497876210746,0.00420449347333536,0.0493536342938415,59.45485,28.24283
SLC7A7,-0.310616142,0.616627123989355,0.841544739513523,15.29869,11.26626
OXA1L,0.0236667371007015,0.940307286494158,0.980773511733998,43.04039,38.68287
HEATR6,-0.710507011,0.000324158327700125,0.00752493039773319,36.3468,64.95886
WFDC18,0.716242439250722,0.00387193675606189,0.0466894700717094,109.9415,212.1153
ICAM4,0.295005619769233,0.850435817680719,0.944881748327208,8.869151,5.231673
ILF2,-0.446315357,0.0173347374395292,0.128691315358325,89.89459,49.50908
CHTOP,-0.40580047,0.0548392734625519,0.260503187076206,85.52843,93.63075
SNAPIN,-0.015334574,0.952445738251922,0.985751118707717,40.92238,40.25203
S100A4,0.70931165727793,0.0501980385985335,0.247462594728837,23.39038,23.7631
S100A6,0.637128819672106,0.0162508241196087,0.122739581881676,134.64319,62.37912
ICAM2,-0.210508691,0.304790765122559,0.628239732691404,132.4567,123.6113
MAPK7,-0.298338879,0.572387725990964,0.818683713912223,33.05655,26.12081
EPN2,1.02741211423963,0.0407754345893527,0.219420980359947,51.05795,17.06092
B9D1,0.158350294474354,0.789330041147346,0.922171250459289,25.32231,10.75291
SEC24B,0.932688634080595,0.000278381707506264,0.00670557291450089,107.00659,33.04067
N4BP3,-0.748593116,0.0574871643416621,0.267549872640113,19.07429,14.0022
RMND5B,-0.777446168,0.0196565094760205,0.139189837055637,31.92642,26.69943
NHP2,-0.314509415,0.0976493445896665,0.359486430341032,94.834,116.0086
VPS9D1,0.664526615881361,0.149840254815278,0.447876718796809,27.89701,28.01849
ZFP276,0.338471599952391,0.368014295443422,0.684811008290666,21.57595,12.96837
MFSD10,0.129088317415749,0.750744573905219,0.905833096300159,42.82793,23.34779
LUZP1,0.0983438433201819,0.813727171412139,0.931815473449732,99.91325,56.38693
KCTD10,0.100011447193102,0.706600206750901,0.887330721615243,60.14175,32.33079
POLDIP2,0.493206644862165,0.0393890010140806,0.215641172795405,64.17091,41.24363
IFT20,-0.145737248,0.404976310056304,0.711799964812702,104.1645,162.1617
COL6A1,0.0996303833835308,0.818995308401836,0.933804947833349,25.73267,21.92637
PCBP3,-0.98726732,0.166006470768107,0.470863701555583,6.905118,10.228237
LGALS9,-0.797411281,0.000127006484177357,0.0037308452584707,78.95894,233.35937
ARAF,0.218871429389994,0.294704430404539,0.617530415798162,61.19716,36.53879
CFP,0.855545653499736,0.000121049622523651,0.00360318239515741,103.15785,58.28725
TIMP1,0.728597177717861,0.349327565218643,0.670095938908694,15.59511,11.26787
UXT,-0.05303584,0.845605507975012,0.943465077913829,69.31815,31.77246
CNNM3,0.665411443721865,0.0359247746737504,0.204620424277323,51.36241,25.12248
LMAN2L,0.211471140062321,0.265083390534199,0.587543975876834,80.4036,109.0716
MCM3AP,0.184747272522636,0.484349924488033,0.767462410516344,34.28479,62.80368
PCNT,-0.630363134,0.00528316724944671,0.0588744125441901,66.57615,97.1153
MXD1,-0.31078213,0.372211652761475,0.68857105866309,66.82943,65.09481
GMCL1,-0.231890343,0.280329067916482,0.603300263292906,70.54046,62.2099
SNRNP27,0.0252644511306724,0.858194312778406,0.947254350855093,102.265,161.4192
OAS1C,0.251574923666072,0.76055718389476,0.909608255983851,10.54479,13.04765
OCRL,-0.135159138,0.823624794670462,0.935201494680936,18.36635,31.07899
CALM1,-0.299311564,0.0627054974917689,0.281487262643491,1749.546,1914.23
AGPAT3,0.467983822530612,0.091624476771353,0.347016069861895,298.0192,160.9734
SEMA6B,0.377862571085658,0.637164810759314,0.852948823705419,14.947074,5.506331
UHRF1,-2.114993912,0.000000000000261801470642887,0.0000000000482238308924198,26.85834,170.66266
DPP9,-0.506942943,0.137421193323958,0.42886259196197,38.87463,18.61411
RAMP2,1.90206523408485,0.00223865511568881,0.0318063730910523,60.49627,12.04521
LSR,-0.03707542,0.941385419518757,0.981244358791371,18.98182,15.82657
GRAMD1A,0.769721996324552,0.0000943803976366009,0.00295079883983764,63.17072,67.3246
HPN,-2.054980694,0.184575635063741,0.493606872226325,3.537988,10.386485
CKB,0.418509772003173,0.266707470848901,0.589724455738066,53.76818,37.77249
SP1,-0.32913995,0.217009410190368,0.535157715443469,72.08747,117.91751
ITGB7,0.806251555950328,0.0151579606335501,0.117083468001724,42.22983,21.5799
MYG1,-0.675918165,0.0475296235455396,0.239052783762452,54.46656,69.09651
RARG,-0.703288707,0.321611453293598,0.644829110541408,26.9231,18.37148
PFDN5,-0.187373396,0.250331081890692,0.572950437135746,285.8369,256.1904
EFNB2,0.546840093727548,0.227362854222311,0.548010161442282,42.14101,23.56267
RRP15,-0.667154527,0.0792248083785845,0.319285154384427,18.87668,15.75619
RND2,-0.659780857,0.425118862892555,0.728476090216563,14.616822,5.416532
SRR,0.896257404960405,0.0344610318438411,0.198878133276454,33.88501,23.91602
SYNC,-0.348070821,0.817381024205561,0.933296620457469,8.375093,9.03345
FNDC5,0.148744308577483,0.854534623484764,0.946078956293378,39.5044,22.26626
ACP5,0.407265286779231,0.00827873603362508,0.0791289676424304,88.30331,99.00032
CNN1,0.121275497065856,0.912149433144704,0.967867504181652,23.11527,21.33717
FBXO9,0.174389162001429,0.513416420165213,0.785474027345262,112.47663,72.21648
VPS50,0.162505861742789,0.628104757642511,0.848144561484156,27.16751,33.49347
HARS,-0.717831062,0.0309697862432572,0.185854328559095,45.88374,64.77069
ZMAT2,-0.399516059,0.0333527403933826,0.19495668663077,73.81082,66.66831
UBE2C,-3.273183936,9.9509042725736E-024,4.45146594844814E-021,38.2709,408.6466
SMG5,0.139876451915808,0.66274746966739,0.865825868831507,44.33198,41.90543
CCT3,-0.055684037,0.828213295483818,0.936675496055341,158.93413,87.73986
GLMP,-0.147617995,0.474250821320943,0.76111571449483,89.15191,51.35153
MEF2D,0.42917955680751,0.0524513669083397,0.254329839480915,91.34861,67.15971
TMEM79,0.754135997183121,0.16624687426669,0.470863701555583,25.8392,13.83193
SND1,0.285340572527369,0.345718672065131,0.667402377614153,88.98313,40.01913
COL18A1,-0.081015191,0.877562769275121,0.955493760677369,19.41073,15.29309
SLC19A1,0.173254539002776,0.735843675657509,0.899453855083896,26.78521,12.45911
KPNB1,-0.409003261,0.0519270566051092,0.2526023566488,87.30351,146.51515
NPEPPS,0.0829724555128302,0.669568305131994,0.869077104338696,132.07568,91.94971
MRPL10,-0.149323398,0.401757812615445,0.710289303536588,35.12845,40.14135
CYP51,-0.792586804,0.0724733989916765,0.304565165916878,59.56564,46.19916
TCF25,-0.084185229,0.637398030980196,0.853115145414338,187.0081,220.5779
TUBB6,-0.300027475,0.428939356406117,0.730702141237681,30.29531,18.74286
DEF8,-0.766946807,0.0968233190135471,0.35764967088971,17.17762,26.15116
MEOX1,-0.199540806,0.816777719207132,0.933296620457469,15.078778,6.628487
PAX9,0.245851926743187,0.565959178213368,0.815199894506597,34.04659,31.92194
COL1A1,0.276399009416821,0.657560352907198,0.86276899735758,44.77227,28.69965
ITGA3,0.428900254475434,0.491856418605347,0.773112601799353,28.24066,16.36996
FOXM1,-2.367660827,0.00000137727347504933,0.0000789889040250821,14.7008,33.01559
ITFG2,-1.24013701,0.00196139603598982,0.0288082342734452,21.96134,41.69805
TULP3,0.329029249664804,0.302230576147471,0.625526567737362,54.19967,15.06236
GTF2H4,-0.021848163,0.891356561017636,0.961114374776979,173.3015,119.1581
TUBB5,-1.334736789,0.000000000384046405949198,0.0000000466125161081132,289.9803,1373.7081
ELL2,1.31690372869045,0.000172075537398197,0.00470189649047743,79.23191,17.51473
JUP,-0.22219904,0.330398349425369,0.653238087590451,40.42917,57.69191
NOM1,0.539733270942583,0.0305506179149486,0.183973471036289,51.52845,24.37067
ERGIC1,-0.316162187,0.403016102696268,0.710828333887065,51.62926,71.20403
ACAP1,0.151978962885707,0.461798440344288,0.75216941807106,92.221,58.18977
TCEA3,0.448780580842555,0.546933704101773,0.805647100126395,12.8605,15.82242
IFRD1,-0.412545022,0.0612327763715335,0.277461219065577,45.3117,26.73244
STK38L,0.0707139637010497,0.863914147927732,0.949741034957937,43.29294,25.13423
BRPF1,0.0667658485129147,0.77631313572841,0.916784942381937,104.08672,28.93249
AKR1B3,-0.467809833,0.0570978237882791,0.266641706797587,130.1153,122.6418
GSTT1,-0.392728276,0.480243606680153,0.764843266177515,34.58902,43.264
GSTT3,0.247449652962022,0.735036617182181,0.89922198363689,14.036776,7.652582
DDT,0.885024756025543,0.00425778195146196,0.0498236861091479,399.8887,134.9282
DDX18,-0.310811608,0.134393478353477,0.423721041196212,102.1936,107.2787
UBL3,0.368067328851892,0.0220400256630128,0.150100340063415,121.43349,94.20377
GRAMD3,-0.390653286,0.265339988914775,0.587784497622402,23.44517,20.28436
EEF1E1,-0.264593894,0.207167968770497,0.525709706165262,39.09861,55.10504
AKT1,-0.602208686,0.00732720403664103,0.0730248463409857,62.3197,114.6767
CLDN15,0.335717547040019,0.679940970749423,0.875623933132399,27.9864,19.97888
IL16,-0.383929037,0.0608525796325637,0.276405233335378,131.2492,167.2514
TCIRG1,-0.063549959,0.890141530399728,0.961114374776979,40.31103,36.1615
NAGLU,-0.061898358,0.925817279278049,0.974171784418144,17.06807,10.40312
COASY,-0.148361362,0.57840076813462,0.821556819984011,34.63964,25.25093
SMO,-0.129469737,0.693074745467342,0.880717351302813,55.37822,36.9891
TSPAN33,0.612006306210587,0.550523013696872,0.807643822941375,11.611055,6.832107
CRNKL1,-0.359192169,0.089263290117371,0.34176806741842,85.79925,68.91382
RIN2|BC039771,1.41483447642977,0.0000044330507590124,0.000217022407665758,92.15902,22.55807
CHORDC1,-0.041898226,0.855024519454935,0.946312012950952,234.6426,190.5601
RTCB,-0.528777291,0.048031808918219,0.240972871833991,58.44977,52.46562
PWP1,0.118653914306327,0.763674807314628,0.911415234249952,44.77498,20.83021
FBXO7,0.628868385503429,0.0529722015960664,0.255419189086402,98.39366,29.77023
CAPNS1,0.0489379634124001,0.819672926162475,0.934237053972376,290.8908,185.2144
CLPB,-0.446874,0.167569219726933,0.473034419944793,25.97521,36.20335
SEPTIN7,-0.031860128,0.797761361666827,0.925284228306516,154.8565,193.3642
ZDHHC4,-0.396302964,0.227471293300976,0.548010161442282,27.51509,28.29402
RAC1,-0.064889608,0.611872658938827,0.839935085530272,142.5755,187.5675
NUP214,-0.650072657,0.0207656952428417,0.143989588315842,76.98233,58.4801
CPA3,1.11220012293529,0.0279544712675454,0.17430631486896,71.60232,12.98286
LTBP1,0.799363211725969,0.0774991632894876,0.316243597796041,31.60663,29.46786
UGP2,0.118948982567396,0.594742057172532,0.830803007452861,112.36356,55.48546
TRMT1,-0.915460326,0.0169651972304904,0.126547924267645,33.09904,38.0893
NACC1,0.378842748626749,0.351152854873807,0.671060691902745,51.54541,30.06844
NFIX,0.530985834032906,0.166120771377028,0.470863701555583,137.76924,53.13999
SLC1A5,0.257745463529706,0.207780522258494,0.526379917126774,114.65285,92.13648
UBA1,-0.307689049,0.245498062750021,0.568183764741623,101.2521,131.251
VWF,0.0371656696842185,0.96065869930905,0.987659791261149,19.85394,14.59669
SIAE,0.261139915300175,0.409847431083815,0.715220031424883,44.84109,22.65288
ESAM,0.704781194054012,0.228994140074001,0.549345537115759,37.89818,26.52573
SPA17,0.106455840284747,0.864618557388072,0.950010198628284,18.182,12.7146
FAM50A,-0.210653417,0.264534750364417,0.586992959825258,30.59923,42.72932
EMD,-0.127408089,0.611204701901142,0.839515046729203,59.50579,38.11662
TACO1,-0.074770293,0.897514982404867,0.963147000903315,20.92414,22.39998
GRIA3,0.575920355497549,0.174216880624826,0.481316778820417,21.97598,16.10114
SIPA1L2,0.668526880265983,0.213296333176024,0.530829334296814,17.00018,13.53365
AP4E1,0.747305656153477,0.0369033877093282,0.20726092213026,20.40693,20.17249
BLVRA,0.321054778998381,0.0497322145524149,0.24596642995702,33.18317,35.28695
PDZD4,0.257931146606796,0.745376971147971,0.903069506868666,15.37395,5.84288
IDH3G,-0.0492651,0.867908475448893,0.951466391268962,167.7154,153.021
PNCK,-0.056436341,0.961570541859951,0.988064131485628,9.38998,7.130746
SSR4,0.215977751234439,0.271764435121197,0.59498854289188,232.3702,146.9794
BCAP31,0.13921545704688,0.431999191469115,0.73336347618258,143.4291,152.2676
FAM98A,-0.35344584,0.206904277283696,0.525125671815664,93.52688,54.19076
LTBP2,0.513142394649571,0.427297549150728,0.729813213379835,40.07263,28.64369
KMT2A,0.10653945632397,0.64524541969679,0.855641286488216,398.1588,384.0719
IFT46,0.196303098660632,0.510723072061163,0.783883064333069,25.34318,21.70006
CD3G,-0.232717129,0.0703577436617068,0.299752705445264,355.7974,395.2823
TRAPPC6A,-0.13452095,0.514821025500001,0.786318680738808,41.49772,46.14355
SUPT6,0.0424731304631193,0.860499913687167,0.94841918641501,54.05076,48.3091
SPAG5,-2.401628614,0.000339687793596198,0.00775290347570798,38.20704,48.11607
FOXN1,0.0449706344282294,0.915021033948424,0.968747519319582,39.01185,40.38557
UNC119,0.450883481461281,0.287980728108184,0.611166203689619,37.22195,17.2355
RAB34,0.204591993988588,0.638787196018685,0.853615377504131,27.72158,52.96644
SDF2,0.0533231589795241,0.790516569361867,0.922495187187803,108.90548,50.78743
CCNE1,-2.539046319,0.00000014581509251422,0.0000103304384773536,12.85751,35.00001
BBC3,-0.245670248,0.385791364079049,0.697830539207959,31.83108,25.20183
MYBPC3,1.54596986097113,0.581873295965023,0.823128857510333,21.193645,7.268068
PSMC3,-0.345787916,0.0286296922372569,0.177035976050052,98.98797,139.54955
ACP2,-0.227563819,0.352114700172838,0.671731159445132,30.76248,48.71677
RAPSN,0.424297885115072,0.629461735175776,0.848446296574562,11.99908,7.467714
SLC39A13,-0.023137497,0.93975394577768,0.980522959418975,29.6218,41.13183
CELF2,0.22844760782859,0.182851190908411,0.491437176237434,493.4864,444.0082
NR1H3,1.28360631064031,0.000235542784984832,0.00598683990991478,45.44348,20.40935
DDB2,0.373599099517541,0.323986281516318,0.647184264913691,34.78494,30.4459
SPI1,0.538001294137919,0.0441434282463595,0.22934417197151,15.56638,12.06602
SF3A1,-0.381290947,0.102677794736976,0.370164916462546,61.69187,52.1812
STAT6,0.244723651335236,0.290413269478435,0.613878838966364,66.73785,68.36836
NAPSA,-0.277909062,0.491981933478963,0.773112601799353,21.21729,13.45131
VRK3,-0.738211239,0.00521733733038718,0.0584319388997654,32.22603,37.38302
SMG9,0.177149539179706,0.571470269169926,0.818046954091257,39.55516,25.97912
PAXIP1,0.134195755123166,0.723774432334633,0.895114189928351,80.69985,73.3961
RMND5A,-0.158834868,0.350294881788644,0.670541141076979,550.4318,588.9005
MOV10,0.352246578247337,0.619809270209086,0.843270224510224,21.78675,10.2404
PPM1J,1.58138676742642,0.246088267455305,0.56898565441791,17.03444,4.79938
RHOC,0.146304371492109,0.714177289512053,0.891539221472059,22.06455,21.45689
TEAD3,0.668056134385315,0.444822319688105,0.740636613610773,12.5729,4.706734
PPARD|1810013A23RIK,-0.021561641,0.959474685187383,0.987412590112978,27.88059,31.68838
DEF6,-0.211660893,0.385603557820211,0.697794896660326,98.96323,91.13168
PEG3,1.13391963284317,0.096271335645398,0.356348643126675,31.65357,12.56921
METRN,-1.381894536,0.000000280915773170803,0.0000188768165688209,18.33957,19.17235
LMF1,-0.116207472,0.821514161510181,0.934974720270765,24.91332,20.51469
CIAO3,-0.043889572,0.905333039775372,0.965050217909044,53.91765,49.8038
ANGPTL4,0.193570018770754,0.674137387732921,0.871447248987314,80.74991,126.78679
DBF4,-0.653120354,0.000424484507682534,0.00921796662522251,17.42324,49.70822
DAXX,-1.011807639,0.00139997495421972,0.0223801112598313,38.42711,52.21306
CD320,0.30495633792386,0.533408187454333,0.797415553481715,45.07817,34.97765
IPO4,-0.708126409,0.390340237057892,0.700922220619919,30.45635,24.10311
TM9SF1,0.347817665747897,0.16964677607116,0.476539113547689,35.69169,22.02039
IRF9,0.596346679806598,0.0160218058844141,0.121773502297219,63.22314,21.55141
GMPR2,-0.047282412,0.901923813694437,0.964182790592229,33.31671,13.92423
MDP1,-0.109517118,0.562311404051363,0.813613312377063,68.78818,40.32395
DHRS1,-0.130180665,0.57837854278496,0.821556819984011,23.51404,20.97382
TMEM161A,-0.259197992,0.473281077044882,0.760458622542686,25.67432,17.12695
ARMC6,0.281580731923821,0.557872069884207,0.8116152200499,17.06692,11.70355
BORCS8,-0.242040295,0.347642065706831,0.668923660166137,61.66576,83.27883
SLC25A42,0.0704563992298538,0.901886275713487,0.964182790592229,29.95574,23.23555
SNX9,0.612763526882638,0.0769953502173375,0.315766387259335,49.30529,14.41239
RANBP3,0.243370918417166,0.29052393550059,0.613946991244803,84.83232,54.48282
NDUFA11,0.106485347920373,0.586685065757989,0.826312270151276,528.9357,311.3088
NR2F6,1.0083412625473,0.00238104253140675,0.0332856990305674,59.75111,35.41271
USE1,-0.217417828,0.189707485438888,0.501103736007732,113.8328,124.8906
OCEL1,-0.199329537,0.629544851641491,0.848446296574562,37.10974,41.06886
DYRK1B,-1.061933612,0.00011482906393227,0.00344672281111952,26.39049,21.06795
BRAF,0.371635785173623,0.141334402792966,0.435846050481286,96.19567,49.58281
NDUFB2,0.157172308576224,0.515951727259143,0.786587750116495,408.6466,653.2806
HLTF,0.265845463724051,0.198321004844096,0.513836169591928,176.90516,61.26234
PRPF6,-0.51523502,0.0826641580548464,0.327400053654764,69.63291,88.73472
RGS19,-0.156507875,0.478872566812096,0.763747354444024,44.83836,29.82092
SNRPD1,-0.884620834,0.0000000000400263134007364,0.00000000544949555578547,88.96177,142.35742
TCHP,-0.261885221,0.559984040145524,0.813110420266652,45.21029,37.90039
TIAM1,0.130859643071199,0.784579967946714,0.920282190702169,59.10558,33.72708
TSC2,-0.040061754,0.924475151991026,0.973468791090422,41.26327,16.95003
SLC9A3R2,0.25697813219392,0.662010780929352,0.865786338933435,36.75905,45.9698
PUF60,-0.282679276,0.0942380953122346,0.351909330857728,105.52621,85.84891
GOLGA2,-0.167126262,0.644616227795748,0.855485671112204,19.58019,21.62149
UCK1,0.0725701018543148,0.801794930277029,0.926583123811195,66.49421,44.80679
SCIN,-0.634000328,0.209038278072173,0.527176137970342,9.574726,10.683387
IKZF4,-0.523960008,0.482171216720488,0.765809975673837,17.53321,14.02437
MIEN1,-0.106459363,0.463254062038619,0.753262940008168,136.0003,113.0638
PON1,0.609978550364634,0.510229882900128,0.783356469559453,29.90988,17.15964
AXL,0.572760313714275,0.0236829564994786,0.157253625917022,43.49027,34.10113
TGFB1,-0.00312194,0.991061917534045,0.997653098157636,32.74369,20.02798
CCDC97,-0.323353438,0.4538385042994,0.74718711480712,28.54119,26.51656
